producto_id,Processor Speed,Processor Cores,RAM Gbs,Storage Gbs,Display Inches,GPU Model,USB Ports,Operating System,Weight,Battery mAh
968,,8.0,8.0,256.0,15.3,,,macOS,,
969,,4.0,16.0,512.0,16.0,Intel,5.0,Windows,1.6,
970,,,,,,NVidia,,,,
971,2.5,8.0,16.0,512.0,,,3.0,Windows,1.4,
972,,8.0,16.0,512.0,14.0,,3.0,Windows,2.08,
973,4.4,6.0,8.0,512.0,15.6,Intel,3.0,Windows,1.74,
974,4.4,6.0,8.0,256.0,15.6,Intel,3.0,,1.74 kg,
975,1.6,4.0,16.0,256.0,13.3,Intel,5.0,Windows,1.33 kg,
976,4.8,16.0,32.0,512.0,14.0,Intel,5.0,Windows,1.44,
977,,,,,15.6,NVidia,4.0,Windows,,72000
978,5.0,14.0,16.0,512.0,16.1,NVidia,5.0,macOS,2.33 kg,
979,3.7,10.0,8.0,512.0,15.6,Intel,4.0,Windows,1.65,
980,4.1,4.0,8.0,256.0,15.6,AMD,3.0,Windows,1.65,
981,5.0,10.0,16.0,512.0,17.3,Intel,4.0,Windows,2.02,
982,4.9,10.0,32.0,1.0,15.6,NVidia,5.0,,2.25 kg,
983,,8.0,16.0,512.0,15.6,NVidia,3.0,,4.3,
984,4.0,,16.0,512.0,13.8,,4.0,Windows,0.895 kg,
985,,8.0,16.0,512.0,15.6,NVidia,3.0,,2.2,
986,2.5,4.0,16.0,512.0,13.7,Intel,1.0,Windows,1.46 kg,
987,,2.0,8.0,256.0,11.6,Intel,4.0,Windows,,
988,,4.0,64.0,512.0,14.0,Intel,4.0,Windows,1.34,63 Wh ( equivalent to approximately 4480 mAh )
989,2.4,,16.0,512.0,14.0,,6.0,Windows,1.34,63
990,,8.0,8.0,512.0,14.0,Intel,4.0,Windows,1.7,
991,4.6,10.0,16.0,512.0,17.3,Intel,4.0,Windows,2.1,
992,2.5,4.0,8.0,256.0,13.3,,3.0,Windows,1,
993,4.4,10.0,8.0,512.0,15.6,Intel,3.0,Windows,1.84,
994,,,8.0,500.0,15.6,AMD,4.0,Windows,1.7,4000
995,10.0,8.0,16.0,256.0,13.3,,2.0,macOS,1.24,
996,1.6,4.0,16.0,512.0,,Intel,2.0,Windows,1.48,6400
997,4.9,10.0,16.0,1000.0,15.6,NVidia,7.0,FreeDOS,2.08,
998,4.6,10.0,16.0,1.0,14.0,Intel,4.0,Windows,1.51,
999,4.8,12.0,16.0,512.0,14.0,Intel,5.0,Windows,1.39 kg,
1000,,4.0,16.0,512.0,14.0,,2.0,Windows,1.38,42000
1001,2.4,8.0,16.0,512.0,14.0,,3.0,Windows,1.38,
1002,3.0,8.0,16.0,256.0,13.3,,2.0,Windows,1.06,
1003,2.0,8.0,8.0,512.0,15.6,AMD,3.0,Windows,1.65,
1004,4.1,2.0,8.0,256.0,15.6,Intel,3.0,,1770,5921
1005,,8.0,16.0,512.0,14.0,,3.0,Windows,1.69,
1006,,4.0,8.0,256.0,14.0,Intel,4.0,,1.7,
1007,2.9,4.0,8.0,256.0,14.0,,4.0,Windows,1.7,
1008,3.7,10.0,16.0,512.0,17.3,Intel,4.0,Windows,2.1,
1009,4.7,10.0,16.0,512.0,14.0,Intel,4.0,Windows,1.6 kg,
1010,2.6,4.0,8.0,256.0,15.6,Intel,3.0,Windows,1.7,4000
1011,2.5,4.0,16.0,256.0,15.4,Intel,4.0,macOS,1.83,
1012,2.5,4.0,8.0,512.0,14.0,Intel,4.0,Windows,1.7,
1013,2.8,4.0,8.0,256.0,15.6,Intel,3.0,Windows,,3200
1014,4.6,10.0,8.0,512.0,15.6,Intel,3.0,,1.59,
1015,,6.0,8.0,512.0,15.6,AMD,3.0,Windows,1.69,
1016,,4.0,8.0,512.0,14.0,Intel,3.0,Windows,2.08,
1017,5.1,8.0,16.0,1000.0,16.0,Intel,4.0,Windows,1.8,
1018,4.0,10.0,16.0,512.0,15.6,Intel,5.0,Windows,1.79,
1019,1.1,2.0,4.0,128.0,11.6,Intel,3.0,Windows,1.21 kg,
1020,4.6,8.0,16.0,1.0,16.0,Intel,3.0,Windows,,
1021,4.6,10.0,8.0,256.0,14.0,Intel,4.0,Windows,1.43,
1022,4.2,4.0,16.0,512.0,14.0,Intel,3.0,Windows,1.64 kg,
1023,1.8,4.0,16.0,512.0,14.0,Intel,5.0,Windows,1.35,
1024,3.4,,16.0,256.0,13.0,,2.0,Windows,0.895,
1025,3.7,10.0,32.0,1000.0,15.6,Intel,5.0,Windows,1.65kg,
1026,1.3,4.0,32.0,1000.0,15.6,Intel,5.0,Windows,1.67,4000
1027,2.0,4.0,16.0,512.0,14.0,,3.0,Windows,1.69 kg,
1028,2.6,,16.0,512.0,15.6,,2.0,,2.3,48
1029,,4.0,8.0,512.0,14.0,,3.0,,1.7,
1030,2.8,4.0,8.0,512.0,15.6,AMD,3.0,Windows,1.77 kg,
1031,2.8,4.0,16.0,256.0,15.4,,1.0,macOS,1.83 kg,
1032,,8.0,16.0,512.0,15.6,NVidia,,,,
1033,4.6,10.0,8.0,256.0,15.6,Intel,3.0,Windows,1.63,
1034,5.0,10.0,8.0,512.0,15.6,,4.0,Windows,1.59,
1035,2.0,4.0,8.0,256.0,14.0,,3.0,FreeDOS,1.69,
1036,4.5,6.0,8.0,256.0,15.6,Intel,3.0,Windows,1.52,
1037,2.0,4.0,8.0,256.0,,Intel,1.0,,1.33,
1038,4.0,6.0,16.0,512.0,15.6,AMD,4.0,Windows,1.75,
1039,4.4,12.0,16.0,512.0,15.6,NVidia,3.0,FreeDOS,2.29,
1040,,,16.0,512.0,15.6,Intel,4.0,,1.32,
1041,1.6,4.0,8.0,256.0,13.3,Intel,6.0,Windows,1.25,
1042,4.2,4.0,8.0,512.0,15.6,Intel,3.0,Windows,1.7,
1043,4.1,4.0,8.0,256.0,15.6,AMD,3.0,Windows,1.65,
1044,1.8,4.0,8.0,256.0,13.5,Intel,2.0,Windows,1.2,
1045,4.2,4.0,8.0,128.0,12.3,Intel,2.0,Windows,770,
1046,2.7,8.0,16.0,1.0,15.6,AMD,4.0,,,
1047,2.0,8.0,32.0,1000.0,15.6,AMD,3.0,Windows,1.7,4000
1048,4.5,8.0,16.0,512.0,15.6,AMD,5.0,Windows,1.7,
1049,3.8,8.0,8.0,512.0,15.6,Intel,3.0,Windows,1.63,
1050,800.0,4.0,8.0,256.0,15.6,Intel,3.0,,1.8,
1051,2.9,2.0,8.0,256.0,13.3,Intel,2.0,macOS,1.35 kg,
1052,1.0,4.0,8.0,512.0,14.0,Intel,5.0,Windows,1.47,
1053,4.2,4.0,8.0,256.0,14.0,Intel,4.0,Windows,1.4,
1054,2.8,2.0,8.0,256.0,15.6,Intel,4.0,,1.85,
1055,4.2,4.0,8.0,512.0,15.6,Intel,5.0,,1.783,
1056,,4.0,8.0,256.0,13.5,Intel,2.0,Windows,1.2,
1057,3.4,4.0,16.0,512.0,15.6,,2.0,Windows,1.67,5800
1058,1.92,4.0,4.0,64.0,10.1,,,Windows,,6000
1059,,4.0,8.0,128.0,14.0,Intel,2.0,macOS,1.47,
1060,,2.0,4.0,32.0,11.6,,4.0,macOS,1.31,
1061,3.4,,4.0,32.0,11.6,Intel,5.0,macOS,1.3,
1062,3.4,,8.0,64.0,11.6,Intel,4.0,macOS,1.3kg,
1063,,2.0,4.0,64.0,11.6,Intel,4.0,macOS,1.39,
1064,2.06,2.0,4.0,64.0,11.6,,3.0,macOS,1.42,4800
1065,3.4,,4.0,32.0,11.6,Intel,4.0,macOS,1.3kg,
1066,2.0,8.0,4.0,32.0,11.6,,5.0,macOS,1.41,
1067,,2.0,4.0,32.0,11.6,,3.0,macOS,1.42,
1068,4.4,6.0,8.0,256.0,14.0,Intel,4.0,Windows,1.49,
1069,4.7,10.0,16.0,512.0,15.6,Intel,5.0,macOS,1.69,
1070,2.0,4.0,8.0,512.0,13.3,,2.0,Windows,1.52,
1071,2.4,8.0,16.0,512.0,13.3,,2.0,Windows,1.52,
1072,4.4,10.0,16.0,512.0,14.0,Intel,5.0,Windows,1.61,
1073,,4.0,16.0,512.0,13.3,,2.0,Windows,1.46,
1074,4.8,12.0,16.0,512.0,13.27,,6.0,Windows,1.34,
1075,2.6,4.0,8.0,512.0,14.0,,3.0,Windows,1.69,42
1076,4.7,4.0,16.0,512.0,14.0,Intel,5.0,,1.55kg,
1077,,4.0,64.0,,14.0,NVidia,3.0,Windows,1.38,
1078,2.4,8.0,16.0,512.0,15.6,NVidia,4.0,Windows,2.4,
1079,,8.0,16.0,1000.0,15.6,NVidia,3.0,Windows,,
1080,,8.0,16.0,1000.0,15.6,NVidia,3.0,,,
1081,3500.0,16.0,64.0,1024.0,15.6,NVidia,5.0,,2.5,
1082,,,,,15.6,,,,,
1083,,,64.0,512.0,13.94,NVidia,5.0,,2.5,
1084,2.8,4.0,16.0,512.0,14.0,NVidia,5.0,,2.8,
1085,,8.0,16.0,256.0,15.6,NVidia,5.0,,2.7,
1086,4.8,16.0,64.0,1024.0,15.6,NVidia,3.0,Windows,3.48,
1087,5.2,8.0,32.0,,12.28,NVidia,4.0,Windows,1.72,
1088,5.2,8.0,32.0,,12.28,NVidia,4.0,,1.72,
1089,1.8,6.0,16.0,256.0,13.3,NVidia,4.0,,1.6,
1090,5.1,12.0,32.0,2048.0,16.0,NVidia,5.0,Windows,1.85,
1091,,16.0,64.0,1024.0,14.0,NVidia,5.0,Windows,1.95,
1092,,16.0,8.0,512.0,15.6,NVidia,5.0,,2.7,90000
1093,,8.0,16.0,512.0,15.6,NVidia,3.0,macOS,2.7,
1094,,,64.0,512.0,15.6,NVidia,3.0,,,
1095,,12.0,16.0,512.0,15.6,NVidia,2.0,,,
1096,12.0,,,,,NVidia,3.0,,,
1097,2.2,8.0,16.0,,15.6,NVidia,3.0,,2.2,52000
1098,3500.0,8.0,16.0,512.0,15.6,NVidia,3.0,,2.2,
1099,,4.0,16.0,256.0,15.6,NVidia,4.0,,2.3,
1100,2.2,6.0,8.0,512.0,15.6,NVidia,4.0,FreeDOS,2.20 kg,90Wh
1101,4.5,8.0,16.0,512.0,16.0,AMD,3.0,,2.2,
1102,4.5,8.0,16.0,512.0,15.6,NVidia,5.0,,2.3,48W/h
1103,2.5,4.0,16.0,512.0,15.6,NVidia,5.0,,2.3,48
1104,,8.0,64.0,256.0,359.7,Intel,4.0,,1.7,
1105,4.7,4.0,16.0,512.0,15.6,Intel,5.0,,1.85,
1106,4.1,2.0,8.0,256.0,15.6,Intel,4.0,Windows,1.8 kg,
1107,4.2,4.0,8.0,512.0,15.6,Intel,5.0,Windows,1.8kg,
1108,4.4,6.0,8.0,256.0,14.0,Intel,4.0,,1.50,
1109,2.5,8.0,16.0,512.0,15.6,,4.0,,1.7,42
1110,,6.0,8.0,512.0,15.6,Intel,5.0,Windows,1.7,
1111,,12.0,,0.0,,NVidia,2.0,,,
1112,2100.0,4.0,16.0,512.0,14.0,Intel,3.0,,1.8,
1113,4.1,2.0,8.0,256.0,15.6,Intel,4.0,Windows,1.8,
1114,,4.0,8.0,512.0,14.0,Intel,3.0,Windows,1.7,
1115,1.1,2.0,8.0,512.0,15.6,Intel,3.0,Windows,1.57,
1116,,8.0,16.0,512.0,15.6,NVidia,3.0,Windows,1.8,
1117,2.9,8.0,16.0,512.0,15.6,,4.0,Windows,1.3,
1118,4.7,4.0,16.0,512.0,13.3,Intel,4.0,Windows,1.14,
1119,5.0,12.0,16.0,,13.6,,4.0,Windows,1.39,
1120,2.5,8.0,16.0,512.0,15.6,AMD,3.0,Windows,1.4,
1121,,,64.0,0.0,14.98,NVidia,5.0,Windows,2.4,
1122,,8.0,16.0,1000.0,15.6,NVidia,3.0,Windows,,90
1123,2.8,4.0,16.0,512.0,13.3,Intel,4.0,,1.11,
1124,4.5,8.0,16.0,512.0,13.3,Intel,2.0,Windows,1.39,
1125,,8.0,16.0,512.0,13.5,Intel,3.0,Windows,1.65,
1126,4.3,8.0,16.0,1000.0,15.6,AMD,4.0,Windows,1.78,
1127,4.3,8.0,8.0,512.0,15.6,AMD,4.0,Windows,1.78 kg,
1128,2.8,4.0,16.0,1000.0,15.6,AMD,3.0,Windows,1.78 kg,
1129,2.8,6.0,16.0,1000.0,15.6,AMD,3.0,Windows,1.74 kg,
1130,2.8,4.0,16.0,512.0,15.6,AMD,3.0,Windows,1.74,
1131,4.0,6.0,8.0,512.0,15.6,AMD,4.0,Windows,,
1132,2.1,6.0,16.0,512.0,15.6,AMD,4.0,Windows,1.78 kg,
1133,3.8,8.0,8.0,256.0,15.6,Intel,3.0,Windows,1.7,
1134,2.8,8.0,16.0,512.0,15.6,,4.0,,1.7 kg,
1135,5.0,,16.0,512.0,16.0,Intel,4.0,Windows,1.8,
1136,4.4,6.0,8.0,128.0,14.0,,3.0,macOS,1.4 kg,
1137,,8.0,16.0,512.0,14.0,NVidia,5.0,Windows,1.41,
1138,3.8,8.0,8.0,256.0,15.6,,2.0,Windows,1.8,
1139,3.8,8.0,8.0,512.0,15.6,Intel,4.0,Windows,1.7,
1140,1.0,4.0,8.0,256.0,15.6,NVidia,3.0,Windows,1.9,
1141,4.2,4.0,8.0,256.0,15.6,Intel,4.0,Windows,1.9,
1142,4.4,10.0,8.0,512.0,15.6,Intel,3.0,Windows,1.84 kg,
1143,1.7,10.0,8.0,512.0,15.6,Intel,4.0,macOS,1.78,
1144,4.7,10.0,16.0,512.0,15.6,Intel,3.0,Windows,1.84,
1145,5.4,10.0,16.0,512.0,15.6,Intel,4.0,Windows,1.78,4850
1146,,8.0,16.0,512.0,15.6,NVidia,4.0,,2.5,90
1147,,8.0,16.0,512.0,15.6,,3.0,,,
1148,2.9,4.0,16.0,512.0,15.6,NVidia,3.0,,4,
1149,1.5,4.0,16.0,512.0,14.0,Intel,3.0,Windows,1.32,
1150,1.55,4.0,16.0,512.0,14.0,Intel,5.0,Windows,1.32 kg,
1151,2.4,4.0,8.0,512.0,15.6,Intel,5.0,Windows,1.8,
1152,5.0,10.0,16.0,512.0,14.0,Intel,2.0,Windows,1.46,
